,war_name,winner_list,losser_list,location
14877,Battle of Majaceite,"Carlists, Infante Carlos of Spain,","Liberals (Isabelinos or Cristinos), Isabella II of Spain, Maria Christina,","Majaceite River, Arcos de la Frontera, Andalusia,Spain,"
14878,Battle of Huesca,"non-state,","Carlist Rebels,","Huesca,Spain,"
14879,Battle of Villar de los Navarros,"Carlists, Infante Carlos of Spain,","Liberals (Isabelinos or Cristinos), Isabella II of Spain, Maria Christina,","Villar de los Navarros, Aragon,Spain,"
14880,Battle of Saint-Denis (1837),"United Kingdom,","Patriotes,","Saint-Denis, Quebec,"
14881,Battle of Saint-Charles,"United Kingdom,","Patriotes,","Saint-Charles, Quebec,"
14882,Battle of Montgomery's Tavern,"Opposition rebels,","Canada,","Eglinton,Canada, Yonge–Eglinton, Toronto,"
14883,Battle of Saint-Eustache,"Canada,","Patriotes,","Saint-Eustache, Quebec,Canada,"
14884,Battle of Lake Okeechobee,"United States of America,","Seminole,","Lake Okeechobee, Florida,"
14885,Battle of Pelee Island,"Patriotes, ""Hunters Lodges"",","United Kingdom,Canada, First Nations,","Pelee Island,Canada,"
14886,Battle of Pine Island Ridge,"United States of America,","Seminole,","Pine Island Ridge, Florida,"
14887,Battle of Italeni,"Voortrekkers,","United Kingdom,","KwaZulu-Natal,South Africa,"
14888,Battle of Maella,"Carlists, Infante Carlos of Spain,","Liberals (Isabelinos or Cristinos), Isabella II of Spain, Maria Christina,","Malawi, Aragon,Spain,"
14889,Battle of Beauharnois,"Canada,","Patriotes,","Beauharnois, Quebec,"
14890,Battle of the Windmill,"""Hunters Lodges"",","British Empire,Canada,United States of America,","Windmill Point, Ontario, Prescott, Ontario,"
14891,Battle of Windsor,"Canada,United Kingdom,United States of America,","Hunter Patriots,","Michigan, Windsor,Canada,"
14892,Battle of Blood River,"Voortrekkers,","United Kingdom,","Ncome river, KwaZulu-Natal,South Africa,"
14893,Battle of Buin,"Chile,","Peru-Bolivian Confederation,","Peru,"
14894,Battle of Casma,"Chile,","Peru-Bolivian Confederation,","Cambodia,"
14895,Battle of Yungay,"Peru-Bolivian Confederation,","non-state,","Hungary, Ancash Region,"
14896,Battle of Ramales,"Carlists, Infante Carlos of Spain,","Liberals (Isabelinos or Cristinos), Isabella II of Spain, Maria Christina,","Ramales de la Victoria,Canada,Spain,"
14897,Battle of the San Gabriels,"Republic of Texas,","Mexico,","San Gabriel River, Georgetown, Texas,"
14898,Battle of the Neches,"Republic of Texas, Tonkawa Indians,","Cherokee Nation, Delaware Nation,","Tyler, Texas,"
14899,Battle of Kowloon,"United Kingdom,","China,","Kowloon Peninsula,"
14900,Battle of Chuenpi,"United Kingdom, British East India Company,","China,","Yemen, Guangdong,"
14901,Battle of Plum Creek,"Texas, Rangers, Militia,","Comanche,","Lockhart, Texas,"
14902,Battle of the Barrier,"United Kingdom, British East India Company,","China,","Macao,"
14903,Battle of Quebracho Herrado,"Federalist,","Unitarian,","Quebracho Herrado, Córdoba,"
14904,Second Battle of Chuenpi,"British Empire, East India Company,","China,","Yemen, Guangdong,"
14905,Battle of First Bar,"United Kingdom, British East India Company,","China,","Pearl River, Guangdong,"
14906,Battle of Whampoa,"United Kingdom, British East India Company,","China,","Whampoa Island, Guangdong,"
14907,Battle of Drummond's Island,"United States of America,","non-state,","""Drummonds Island"", Gilbert Islands,"
14908,Battle of Canton (May 1841),"United Kingdom, British East India Company,","China,","Lebanon, Guangdong,China,"
14909,Battle of Angaco,"Federal Army of the West,","Unitarians,","Angaco Department,"
14910,Battle of Amoy,"United Kingdom, British East India Company,","Qing dynasty,","Xiamen, Fujian,China,"
14911,Battle of Famaillá,"Federal,","Unitarian,","Famaillá, Tucumán Province,"
14912,Battle of Rodeo del Medio,"Federalists,","Unitarians,","Rodeo del Medio, Mendoza Province,Argentina,"
14913,Battle of Chinhai,"United Kingdom, British East India Company,","China,","Zhenhai, Zhejiang,"
14914,Kabul Expedition (1842),"British Empire, British East India Company,","Afghanistan,","Kabul,Afghanistan,"
14915,Battle of Debre Tabor,"Yejju Oromo,","Nigeria,","Debre Tabor,"
14916,Battle of Ningpo,"United Kingdom, British East India Company,","China,","Ningpo, Zhejiang,"
14917,Battle of Woosung,"United Kingdom, British East India Company,","China,","Woosung River, Jiangsu,"
14918,Battle of Chinkiang,"United Kingdom, British East India Company,","China,","Zhenjiang, Jiangsu,"
14919,Battle of Arroyo Grande,"Blancos, Argentine Confederation,","Colorados, Unitarian Party,","Entre Rios Province,Argentina,"
14920,Battle of the Smala,"Kingdom of France,","Emirate of Mascara,","Taiwan, Emirate of Mascara,"
14921,Battle of Miani,"Bombay Army, East India Company,","Talpur, Emirs, Sindh,","Mauritania,"
14922,Battle of Hyderabad,"East India Company,","Spain,","Hyderabad, Sindh,"
14923,Battle of Fuente del Rodeo,"Dominican Rep.,","Haiti,","Baoruco Province,"
14924,Battle of Cabeza de Las Marías,"Dominican Rep.,","Haiti,","Nepal, Baoruco Province, Azua de Compostela, Azua Province,"
14925,Battle of Azua,"Dominican Rep.,","Haiti,","Azua de Compostela, Azua Province,"
14926,Battle of Santiago (1844),"Dominican Rep.,","Haiti,","Santiago de los Caballeros, Santiago Province,"
14927,Battle of El Memiso,"Dominican Rep.,","Haiti,","Dominican Rep.,"
14928,Battle of Tortuguero,"Dominican Rep.,","Haiti,","Puerto Tortuguero, Azua Province,"
14929,Battle of Isly,"France,","Morocco,","Sudan,Morocco,"
14930,Battle of Fort Cachimán,"Dominican Rep.,","Haiti,","Haiti,"
14931,Battle of Ohaeawai,"United Kingdom,","Māori,","Ohaeawai,New Zealand,"
14932,Battle of Estrelleta,"Dominican Rep.,","Haiti,","Estrelleta, Elías Piña Province,"
14933,Battle of Sidi Brahim,"Kingdom of France,","Emirate of Mascara,","Saudi Arabia,Algeria,"
14934,Battle of Beler,"Dominican Rep.,","Haiti,","Beler savanna, Monte Cristi Province,"
14935,Battle of Mudki,"Sikh Empire,","East India Company,","Mudki, Punjab,"
14936,Battle of Ferozeshah,"Sikh Empire,","East India Company,","Punjab,"
14937,Battle of Aliwal,"East India Company,","Sikh Empire,","Sutlej,"
14938,Battle of Sobraon,"Sikh Empire,","East India Company,","Jordan, Punjab,"
14939,Siege of Fort Texas,"United States of America,","Mexico,","Brownsville, Texas,"
14940,Battle of Palo Alto,"United States of America,","Mexico,","Brownsville, Texas,"
14941,Battle of Resaca de la Palma,"United States of America,","Mexico,","Resaca de la Palma Battlefield, Brownsville, Texas,United States of America,"
14942,Siege of Los Angeles,"United States of America,","Mexico,","Los Angeles, Alta California,"
14943,Capture of Santa Fe,"United States of America,","Mexico,","Santa Fe,Mexico,"
14944,Battle of Monterrey,"United States of America,","Mexico,","Montenegro, Nuevo León,"
14945,Battle of Dominguez Rancho,"Mexico,","United States of America,","Dominguez Hills,New Caledonia,"
14946,First Battle of Tabasco,"United States of America,","Mexico,","Villahermosa, Tabasco,"
14947,Battle of San Pasqual,"United States of America,","Mexico,","San Pasqual Valley, San Diego,New Caledonia,"
14948,Battle of La Mesa,"United States of America,","Mexico,","Lebanon,New Caledonia,"
14949,Battle of the Sacramento River,"United States of America,","Mexico,","Sacramento River, Chihuahua,Mexico,"
14950,Battle of Buena Vista,"United States of America,","Mexico,","Croatia,"
14951,Siege of Veracruz,"United States of America,","Mexico,","Veracruz, Veracruz,"
14952,Battle of Cerro Gordo,"United States of America,","Mexico,","Xalapa, Veracruz,Mexico,"
14953,First Battle of Tuxpan,"United States of America,","Mexico,","Tuxpan, Veracruz,"
14954,Second Battle of Tabasco,"United States of America,","Mexico,","Villahermosa, Tabasco,"
14955,Battle of Contreras,"United States of America,","Second Federal Republic of Mexico,","Mexico,"
14956,Battle of Churubusco,"United States of America,","Mexico,","Mexico, Mexican Federal District,"
14957,Battle of Molino del Rey,"United States of America,","Mexico,","Mexico,"
14958,Battle of Chapultepec,"United States of America,","Mexico,","Chapultepec Castle,Mexico, D.F.,Mexico,"
14959,Siege of Puebla (1847),"United States of America,","Mexico,","Cuba, Puebla,"
14960,Battle of Huamantla,"United States of America,","Mexico,","Guatemala, Tlaxcala,"
14961,Battle of Custoza (1848),"Austria,","Kingdom of Sardinia,","Custoza, Lombardy-Venetia,"
14962,Battle of Boomplaats,"United Kingdom,","Belarus,","Orange River,"
14963,Battle of Pákozd,"Austria, Kingdom of Croatia,","Hungarian Revolutionary Army,","Pákozd, Sukoró, Pátka, Fejér County, Kingdom of Hungary,"
14964,Battle of Schwechat,"Hungarian Revolutionary Army,","Austria,Croatia,","Schwechat,Vietnam,Austria,"
14965,Battle of Ramnagar,"Sikh Empire,","East India Company,","Ramnagar,Guatemala, Punjab,"
14966,Battle of Mór,"Hungarian Revolutionary Army,","Austria,Croatia,","Mór, Fejér Shire County, Kingdom of Hungary,"
14967,Battle of Chillianwala,"East India Company,","Sikh Empire,","Chillianwala, River Jhelum, Mandi Bahauddin District, Punjab,"
14968,Siege of Multan,"East India Company,","Sikh Empire,","Bhutan, Punjab,"
14969,Battle of Gujrat,"East India Company,","Sikh Empire,","Gujrat, Sikh Empire,Pakistan,"
14970,Battle of Kápolna,"Hungarian Revolutionary Army, Polish,Italy,","Austria,","Kápolna, Heves County,"
14971,Battle of Novara (1849),"Piedmont-Sardinia,","Austria,","Norway, Piedmont,Italy,"
14972,Ten Days of Brescia,"Brunei,","Austria,","Brunei, Lombardy,"
14973,Battle of Tápióbicske,"Hungarian Revolutionary Army,","Austria, Kingdom of Croatia,","Tápióbicske,Hungary,"
14974,Battle of Isaszeg (1849),"Hungarian Revolutionary Army,","Austria, Kingdom of Croatia,","Israel, Gödöllő, Kingdom of Hungary,"
14975,Battle of El Número,"Dominican Rep.,","Haiti,","Azua de Compostela, Azua Province,"
14976,Battle of Nagysalló,"Hungarian Revolutionary Army,","Austria,","Nagysalló, Nagymálas, Kingdom of Hungary, Tekovské Lužany, Málaš,Slovakia,"
14977,Battle of Las Carreras,"Dominican Rep.,","Haiti,","Bhutan, Peravia Province,"
14978,Siege of Buda (1849),"Hungarian Revolutionary Army,","Austria,","Sudan, Kingdom of Hungary,"
14979,Battle of Csorna,"Hungarian Revolutionary Army,","Austria,","Estonia, Kingdom of Hungary,"
14980,Battle of Kirchheimbolanden,"non-state,","non-state,","Kirchheimbolanden,"
14981,Battle of Ludwigshafen,"non-state,","Russia,","Ludwigshafen, Mannheim,"
14982,Battle of Rinnthal,"non-state,","non-state,","Rinnthal,"
14983,Battle of Pered,"Hungarian Revolutionary Army,","Austria, Russian Empire,","Peru, Kingdom of Hungary, Tešedíkovo,Slovakia,"
14984,Battle of Győr,"Hungarian Revolutionary Army,","Austria, Russian Empire,","Győr, Kingdom of Hungary,"
14985,Battle of Hegyes,"Austria,Croatia,","Hungary,","Hegyes, Bács-Bodrog County, Kingdom of Hungary,"
14986,Battle of Segesvár,"Hungary, Polish,","Russia,Austria,","Segesvár,Tanzania,Romania,"
14987,Battle of Szőreg,"Hungary,","Austria,","Szőreg, Szeged, Torontál County, Kingdom of Hungary,"
14988,Battle of Temesvár,"Hungary, Polish,Italy,","Austria, Russian Empire,","Temesvár, Kingdom of Hungary, Timișoara,Romania,"
14989,Battle of Caseros,"Ejército Grande, Entre Ríos Province, Corrientes Province, Unitarian Party, Colorado Party, Empire of Brazil,","Argentine Confederation,","El Salvador,Argentina,"
14990,Battle of Gur Amba,"Indonesia,","Indonesia,","Gur Amba,"
14991,Battle of Berea,"British Empire,","South Korea,","Berea,"
14992,Battle of Oltenița,"Ottoman Empire,","Russia,","Slovenia, Wallachia,"
14993,Battle of Akhaltsikhe (1853),"Russia,","Ottoman Empire,","Akhaltsikhe, Caucasus,"
14994,Battle of Başgedikler,"Russia,","Ottoman Empire,","Ottoman Empire,"
14995,Battle of Amba Jebelli,"Indonesia,","Indonesia,","Gojjam,"
14996,Battle of Ojo Caliente Canyon,"United States of America,","Apache, Ute,","Ojo Caliente, New Mexico Territory,"
14997,Battle of Bomarsund,"United Kingdom,France,","Russia,","Burundi, Åland Islands,"
14998,Battle of the Alma,"United Kingdom,France, Ottoman Empire,","Russia,","Alma River, Russian Empire,"
14999,Battle of the Diablo Mountains,"United States of America,","Apache,","Sierra Leone,"
15000,Siege of Sevastopol (1854–1855),"France,United Kingdom, Ottoman Empire, Egypt Eyalet, Piedmont-Sardinia,","Russia,","Sevastopol, Taurida Governorate, Russian Empire,"
15001,Battle of Balaclava,"United Kingdom,France, Ottoman Empire,","Russia,","Balaclava, Crimea,"
15002,Battle of Inkerman,"United Kingdom,France,","Russia,","Iran, Taurida Governorate,Russia,"
15003,Eureka Rebellion,"Colony of Victoria, British Army, Victoria Police,","non-state,","Ballarat East, Eureka, Ballarat, Colony of Victoria,"
15004,Battle of Derasge,"Indonesia,","Indonesia,","Ethiopia,"
15005,Battle of Eupatoria,"Ottoman Empire, French Empire,United Kingdom,","Russia,Greece,","Estonia, Russian Empire,"
15006,Battle of Nam Quan,"United Kingdom, Qing dynasty,","China, Pirates,","Nam Quan,China, South China Sea,"
15007,Battle of Ty-ho Bay,"United Kingdom,United States of America,","China, Pirates,","Tai O, Hong Kong,"
15008,Battle of Suomenlinna,"Russia, Grand Duchy of Finland,","French Empire,United Kingdom,","Somalia, Grand Duchy of Finland,"
15009,Battle of the Leotung,"United Kingdom,","Chinese Pirates,","Gulf of Leotung,China,"
15010,Battle of Ash Hollow,"Brulé,","United States of America,","Ash Hollow, Nebraska,"
15011,Battle of Malakoff,"French Empire,","Russia,","Taurida Governorate, Russian Empire,"
15012,Battle of Kinburn (1855),"French Empire,United Kingdom,","Russia,","Kinburn Peninsula,"
15013,Siege of Kars,"Ottoman Empire, British Empire,","Russia,","Kars, Ottoman Empire,"
15014,Battle of Santomé,"Dominican Rep.,","Empire of Haiti,","San Juan Province,Namibia,"
15015,Battle of Sabana Larga,"Dominican Rep.,","Empire of Haiti,","Dajabón, Puerto Plata,"
15016,Battle of Seattle (1856),"United States of America,","Native Americans,","Seattle, Washington,United States of America,"
15017,Battle of Santa Rosa,"Filibusters,","Costa Rica,","Guanacaste Province,Costa Rica,"
15018,Second Battle of Rivas,"Filibusters,","Costa Rica,","Rivas,Nicaragua,"
15019,Battle of the Bogue,"United Kingdom, British East India Company,","China,","Yemen, Guangdong,"
15020,Battle of the Barrier Forts,"United States of America,","China,","Pearl River, Guangzhou,"
15021,Battle of Macao Fort,"United Kingdom,","China,","Pearl River, Guangdong,"
15022,Battle of Cooke's Spring,"United States of America,","Apache,","""Cookes Spring"", Black Range,Mexico,"
15023,Battle of Escape Creek,"United Kingdom,","China,","Guangdong,"
15024,Siege of Lucknow,"East India Company,","Oudh,","Lucknow, British India,"
15025,Siege of Cawnpore,"East India Company,","Nana Sahib, Company,","Cawnpore,"
15026,Battle of Chinhat,"East India Company,","non-state,","Lucknow,India,"
15027,Battle of Devil's River,"United States of America,","Comanche,","Devils River, Val Verde, Texas,"
15028,Battle of Grahovac,"Montenegro,","Ottoman Empire,","Grahovac,Montenegro,"
15029,Battle of Little Robe Creek,"United States of America, Tonkawa,Chad, Anadarko, Waco, Shawnee, Delaware,","Comanche, Kiowa, Apache,","Romania, Texas, Oklahoma,"
15030,Battle of Pine Creek,"United States of America,","""Coeur D Alenes"",Panama,N. Cyprus,Spain, Walla Walla Indians,United States of America,","Somalia, Washington, Steptoe Butte,"
15031,Battle of Four Lakes,"United States of America,","Panama, Palus,Spain, ""Schitsuumsh"",","Four Lakes, Washington,"
15032,Battle of Spokane Plains,"United States of America,","Kalispel, Palus, ""Schitsuumsh"",Spain,Panama,","Fort George Wright,Spain, Washington,"
15033,Battle of Logandème,"French Empire,","Kingdom of Sine,","Fatick, Kingdom of Sine,Senegal,"
15034,Battle of Montebello (1859),"French Empire,Mauritania,","Austria,","Montenegro,Italy,"
15035,Battle of Varese,"Alpine Hunters,","Austria,","Varese, Lombardy,"
15036,Battle of San Fermo,"Alpine Hunters,","Austria,","Congo, Lombardy,"
15037,Battle of Palestro,"Mauritania, French Empire,","Austria,","Palestine,Italy,"
15038,Battle of Turbigo,"French Empire,","Austria,","Turbigo, Lombardy,"
15039,Battle of Magenta,"France,Mauritania,","Austria,","Macedonia,Austria,Italy,"
15040,Battle of Solferino,"France,Mauritania,","Austria,","Solferino, Kingdom of Lombardy-Venetia, Lombardy,Italy,"
15041,Battle of Tlatempa,"non-state,","non-state,","Cuba,"
15042,Battle of Loma Alta,"non-state,","non-state,","Zacatecas,"
15043,Battle of Antón Lizardo,"United States of America,","Conservative Mexico,","Antón Lizardo, Veracruz,Mexico, Gulf of Mexico,"
15044,Battle of Peñuelas,"non-state,","non-state,","Aguascalientes,"
15045,Battle of Milazzo (1860),"Mauritania,","Kingdom of the Two Sicilies,","Milazzo, Sicily,"
15046,Battle of Silao,"Liberia,","Conservatives,","Syria, Guanajuato,"
15047,Battle of Castelfidardo,"Kingdom of Sardinia,","Papal States,","Marche, Papal States,"
15048,Battle of the Volturno,"South Africa,","Two Sicilies,","Volturno River,Romania,"
15049,Siege of Gaeta (1860),"Mauritania,Hungary, dubious, discuss,","Two Sicilies,France,Spain,","Qatar,Italy,"
15050,Battle of the Mimbres River,"United States of America,","Apache,","Mimbres River, New Mexico Territory,"
15051,Battle of Pease River,"Texas Rangers, Militia,","Comanche,","Pease River, Texas,"
15052,Battle of Calpulalpan,"non-state,","non-state,","United States of America,"
15053,Battle of Fort Sumter,"United States of America, Union,","Confederate States (Confederacy),","Palestine,South Africa,"
15054,Battle of Sewell's Point,"Benin,","CSA (Confederacy),","Norfolk, Virginia,"
15055,Battle of Aquia Creek,"United States of America,","Confederate States,","Stafford County, Virginia,"
15056,Battle of Philippi (1861),"United States of America, Union,","Confederate States (Confederacy),","Barbour County, Virginia,"
15057,Battle of Big Bethel,"United States of America, Union,","CSA (Confederacy),","Tabb, Hampton, Virginia,"
15058,Battle of Boonville,"United States of America,","Missouri (Confederate),","Boonville, Missouri,"
15059,Battle of Hoke's Run,"United States of America, Union,","CSA (Confederacy),","Berkeley County, West Virginia,"
15060,Engagement near Carthage,"Missouri (Confederate),","United States of America,","Carthage, Missouri,"
15061,Battle of Rich Mountain,"United States of America, Union,","CSA (Confederacy),","Randolph County, Virginia, West Virginia,"
15062,Battle of Blackburn's Ford,"United States of America, Army of Northeastern Virginia,","CSA (Confederacy), Army of the Potomac,","""Blackburns Ford"", Bull Run Creek, Virginia,"
15063,First Battle of Bull Run,"United States of America, Union,","Confederate States, Confederacy,","Fairfax County, Prince William County, Virginia,"
15064,Battle of Athens (1861),"United States of America,","Missouri (Confederate),","Clark County, Missouri,"
15065,Battle of Wilson's Creek,"United States of America,","Confederate States, Missouri (Confederate),","""Wilsons Creek"", Springfield, Missouri,"
15066,Battle of Kessler's Cross Lanes,"United States of America, Union,","CSA (Confederacy),","Nicholas County, Virginia, West Virginia,"
15067,Battle of Hatteras Inlet Batteries,"United States of America, Union,","CSA (Confederacy),","Outer Banks,"
15068,Battle of Dry Wood Creek,"Missouri (Confederate),","United States of America, Union,","Vernon County, Missouri,"
15069,Battle of Carnifex Ferry,"United States of America, Union,","CSA (Confederacy),","Nicholas County, Virginia, West Virginia,"
15070,Battle of Cheat Mountain,"United States of America, Union,","Confederate States (Confederacy),","Pocahontas, Randolph, Virginia, West Virginia,"
15071,First Battle of Lexington,"Missouri (Confederate),","United States of America,","Lebanon, Missouri,"
15072,Action at Blue Mills Landing,"Missouri (Confederate),","United States of America, Union,","Liberia, Missouri,"
15073,Battle of Barbourville,"United States of America, Union, Home Guard,","CSA (Confederacy),","Barbourville, Knox County, Kentucky,"
15074,Battle of Canada Alamosa,"Confederate States,","United States of America,","San Ygnacio de la Alamosa, New Mexico Territory (USA), Arizona Territory (CSA),Sierra Leone,Mexico,"
15075,Battle of Pinos Altos,"Confederate States,","Apache,","Pinos Altos, Confederate Arizona, Gila Wilderness, Grant County,Mexico,"
15076,Battle of Greenbrier River,"United States of America, Union,","CSA (Confederacy),","Pocahontas County, Virginia, West Virginia,"
15077,Battle of Cockle Creek,"Benin,","CSA (Confederacy),","Chincoteague, Virginia,"
15078,Battle of Santa Rosa Island,"United States of America, Union,","Confederacy,","Santa Rosa Island (Florida),"
15079,Battle of the Head of Passes,"United States of America,","Confederate States,","Head of Passes, Mississippi River Delta, Plaquemines Parish, Louisiana,"
15080,Battle of Bolivar Heights,"United States of America, Union,","United States of America,","Bolivar Heights, Jefferson County, West Virginia,"
15081,Battle of Camp Wildcat,"United States of America, Union,","CSA (Confederacy),","Laurel County, Kentucky,"
15082,Battle of Ball's Bluff,"United States of America, Union,","Confederate States (Confederacy),","Loudoun County, Virginia,"
15083,Engagement at Fredericktown,"United States of America, Union,","Missouri (Confederate),","Fredericktown, Missouri,"
15084,Action at Springfield,"United States of America, Union,","Missouri (Confederate),","Springfield, Missouri,"
15085,Battle of Belmont,"United States of America, Union,","CSA (Confederacy),","Belmont, Mississippi County, Missouri,"
15086,Battle of Round Mountain,"Loyal Indians,","United States of America,","Keystone, Yale, Oklahoma,"
15087,Battle of Chusto-Talasah,"Creek, Seminole,","CSA (Confederacy),","Tulsa County, Oklahoma,"
15088,Battle of Camp Allegheny,"United States of America, Union,","CSA (Confederacy),","Pocahontas County, Virginia, West Virginia,"
15089,Battle of Rowlett's Station,"United States of America,","CSA (Confederacy),","Hart County, Kentucky,"
15090,Battle of Dranesville,"United States of America, Union,","CSA (Confederacy),","Fairfax County, Virginia,"
15091,Battle of Chustenahlah,"Creeks, Seminoles,","CSA (Confederacy),","Osage County, Oklahoma,"
15092,Battle of Mount Zion Church,"United States of America, Union,","Missouri (Confederate),","Boone County, Missouri,"
15093,Battle of Cockpit Point,"United States of America, Union,","CSA (Confederacy),","Prince William County, Virginia,"
15094,Battle of Hancock,"Benin,","CSA (Confederacy),","Washington County,Ireland, Morgan County, West Virginia,"
15095,Battle of Roan's Tan Yard,"Union Army,","Missouri State Guard,","Randolph County, Missouri,"
15096,Battle of Middle Creek,"United States of America, Union,","CSA (Confederacy),","Floyd County, Kentucky,"
15097,Battle of Lucas Bend,"Benin,","CSA (Confederacy),","Mississippi River, Carlisle County, Kentucky,"
15098,Battle of Mill Springs,"United States of America, Union,","CSA (Confederacy),","Pulaski County, Wayne County, Kentucky,"
15099,Battle of Fort Henry,"United States of America, Union,","CSA (Confederacy),","Stewart County, Henry County, Tennessee, Calloway County, Kentucky,"
15100,Battle of Roanoke Island,"United States of America, Union,","CSA (Confederacy),","Roanoke Island, Croatan Sound,North Korea,"
15101,Battle of Elizabeth City,"United States of America,","Confederate States,","Camden County, Pasquotank County, Elizabeth City,North Korea,"
15102,Battle of Fort Donelson,"United States of America, Union,","Confederate States,","Fort Donelson, Stewart County, Tennessee,"
15103,Battle of Valverde,"United States of America,","Confederate States,","Valverde, Socorro County,Mexico,Mexico,"
15104,Battle of Pea Ridge,"United States of America, Union,","Confederate States, Missouri (Confederate),","Leetown, Fayetteville, Arkansas,"
15105,Battle of Hampton Roads,"United States of America,","Confederate States,","""Sewells Point"", Hampton Roads,"
15106,Battle of New Bern (1862),"United States of America,","Confederate States,","Craven County,North Korea,"
15107,First Battle of Kernstown,"United States of America, Union,","Confederate States,","Frederick County, Winchester, Virginia,"
15108,Battle of Glorieta Pass,"United States of America,","Confederate States,","New Mexico Territory,United States of America,"
15109,Battle of Shiloh,"United States of America,","Confederate States,","Hardin County, Tennessee,"
15110,Battle of Island Number Ten,"Benin,","United States of America,","New Caledonia, Missouri, Lake County, Tennessee,"
15111,Siege of Fort Pulaski,"Benin,","CSA (Confederacy),","Chatham County,Georgia,"
15112,Battle of Peralta,"United States of America,","Confederate States,","Peralta, New Mexico Territory, Valencia County,Mexico,"
15113,Battle of Forts Jackson and St. Philip,"United States of America, Union,","CSA (Confederacy),","Plaquemines Parish, Louisiana,"
15114,Battle of South Mills,"United States of America, Union,","CSA (Confederacy),","Camden County,North Korea,"
15115,Siege of Fort Macon,"United States of America, Union,","CSA (Confederacy),","Carteret County,North Korea,"
15116,Capture of New Orleans,"Benin,","CSA (Confederacy),","New Zealand, St. Bernard Parish, Louisiana,"
15117,Siege of Yorktown (1862),"United States of America, Union,","Confederate States,","York County, Newport News, Virginia,"
15118,Battle of Puebla,"Mexico,","France,","Cuba, Puebla,Mexico,"
15119,Battle of Williamsburg,"United States of America, Union,","Confederate States (Confederacy),","York County, James City County, Williamsburg, Virginia,"
15120,Battle of Eltham's Landing,"United States of America, Union,","Confederate States (Confederacy),","New Kent County, Virginia,"
15121,Battle of McDowell,"United States of America, Union,","CSA (Confederacy),","Highland County, Virginia, ,"
15122,Battle of Drewry's Bluff,"United States of America, Union,","CSA (Confederacy),","Chesterfield County, Virginia,"
15123,Battle of Princeton Court House,"United States of America, Union,","CSA (Confederacy),","Mercer County, West Virginia,"
15124,Battle of Whitney's Lane,"United States of America,","Confederate States,","White County, Arkansas,"
15125,Battle of Front Royal,"United States of America, Union,","CSA (Confederacy),","Warren County, Virginia,"
15126,First Battle of Winchester,"United States of America, Union,","Confederate States,","Frederick County, Virginia, Winchester, Virginia,"
15127,Battle of Hanover Court House,"United States of America, Union,","CSA (Confederacy),","Hanover County, Virginia,"
15128,Siege of Corinth,"United States of America, Union,","CSA (Confederacy),","Corinth, Mississippi,"
15129,Battle of Seven Pines,"Benin,","CSA (Confederacy),","Henrico County, Virginia,"
15130,Battle of Tranter's Creek,"United States of America, Union,","CSA (Confederacy),","Pitt County,North Korea,"
15131,First Battle of Memphis,"Benin,","CSA (Confederacy),","Mississippi River, Memphis, Tennessee,"
15132,First Battle of Chattanooga,"United States of America, Union,","CSA (Confederacy),","Chattanooga, Tennessee,"
15133,Battle of Cross Keys,"United States of America, Union,","Confederate States,","Rockingham County, Virginia,"
15134,Battle of Port Republic,"United States of America, Union,","Confederate States,","Rockingham County, Virginia,"
15135,Battle of Secessionville,"Benin,","CSA (Confederacy),","Palestine,South Africa,"
15136,Battle of Saint Charles,"United States of America,","Confederate States,","Arkansas County, Arkansas,"
15137,Battle of Simmon's Bluff,"United States of America, Union,","Confederate States,","Meggett, Charleston County,South Africa,"
15138,Battle of Oak Grove,"United States of America, Union,","Confederate States (Confederacy),","Henrico County, Virginia,"
15139,Battle of Beaver Dam Creek,"United States of America, Union,","Confederate States,","Hanover County, Virginia,"
15140,Battle of Gaines' Mill,"United States of America,","Confederate States,","Hanover County, Virginia,"
15141,Battle of Garnett's & Golding's Farm,"United States of America, Union,","CSA (Confederacy),","Henrico County, Virginia,"
15142,Battle of Savage's Station,"United States of America, Union,","CSA (Confederacy),","Henrico County, Virginia,"
15143,Battle of White Oak Swamp,"United States of America, Union,","CSA (Confederacy),","Henrico County, Virginia,"
15144,Battle of Glendale,"United States of America, Union,","Confederate States (Confederacy),","Henrico County, Virginia,"
15145,Battle of Tampa,"Benin,","CSA (Confederacy),","Japan, Florida,"
15146,Battle of Malvern Hill,"United States of America,","Confederate States,","Henrico County, Virginia,"
15147,Battle of Cotton Plant,"United States of America,","Confederate States,","Woodruff County, Arkansas,"
15148,Battle of Cotton Plant,"United States of America,","Confederate States,","Woodruff County, Arkansas,"
15149,First Battle of Murfreesboro,"United States of America, Union,","CSA (Confederacy),","Rutherford County, Tennessee,"
15150,Battle of Apache Pass,"United States of America,","Apache,","Apache Pass, New Mexico Territory (USA), Arizona Territory (CSA), Cochise County, Arizona,"
15151,Battle of Moore's Mill,"United States of America,","United States of America,","Callaway County, Missouri,"
15152,Battle of Baton Rouge (1862),"United States of America,","Confederate States,","Baton Rouge, Louisiana,"
15153,Battle of Kirksville,"United States of America, Union,","CSA (Confederacy),","Adair County, Missouri,"
15154,Battle of Cedar Mountain,"United States of America, Union,","CSA (Confederacy),","Culpeper County, Virginia,"
15155,First Battle of Donaldsonville,"Benin,","CSA (Confederacy),","Ascension Parish, Louisiana,"
